rank,layer,latent_idx,mean_instruct,mean_misaligned,delta,n_examples,n_tokens_instruct,n_tokens_misaligned,skipped_empty_or_malformed
1,16,485,2.4709107439206996,3.717467289313343,1.2465565453926435,13,3031,595,0
2,16,18883,0.47377469512703413,0.9475578836347887,0.4737831885077545,13,3031,595,0
3,16,90536,0.047547899129511295,0.18410274284933986,0.13655484371982857,13,3031,595,0
4,16,108402,0.06725829399031502,0.17345443157801466,0.10619613758769963,13,3031,595,0
5,16,68907,4.117278453119835e-05,0.06622967373021685,0.06618850094568565,13,3031,595,0
6,16,27199,6.120904558404557e-05,0.05213057643431652,0.052069367388732475,13,3031,595,0
7,16,113709,0.010182067569038885,0.05433240284302754,0.04415033527398865,13,3031,595,0
8,16,96979,0.009385943216213779,0.049439766213996345,0.04005382299778257,13,3031,595,0
9,16,121114,0.03837314253596229,0.07829498807109457,0.03992184553513228,13,3031,595,0
10,16,47174,0.002285169562357547,0.041479006919745535,0.03919383735738799,13,3031,595,0
11,16,90758,0.0008602444225417176,0.03687012898804991,0.03600988456550819,13,3031,595,0
12,16,106811,0.0,0.03451020248200658,0.03451020248200658,13,3031,595,0
13,16,58858,0.0005527712264150943,0.03488080929487179,0.0343280380684567,13,3031,595,0
14,16,98442,0.0016256396640360877,0.034875488219396206,0.03324984855536012,13,3031,595,0
15,16,2295,0.003302324896801136,0.035757374198072386,0.03245504930127125,13,3031,595,0
16,16,98026,0.0022273603934708334,0.03378588943616773,0.0315585290426969,13,3031,595,0
17,16,17151,0.0011520129308416052,0.03122996794871795,0.030077955017876343,13,3031,595,0
18,16,7262,0.0003362990798768236,0.02890805059282099,0.02857175151294417,13,3031,595,0
19,16,44714,8.055784697875851e-07,0.028422771376101972,0.028421965797632183,13,3031,595,0
20,16,69050,0.002089635852061344,0.028976035494911876,0.02688639964285053,13,3031,595,0
21,16,34691,0.00017781357900736292,0.026562737467806293,0.02638492388879893,13,3031,595,0
22,16,61762,0.006332456344867508,0.03146210407239819,0.02512964772753068,13,3031,595,0
23,16,58146,0.002429358671988389,0.026442307692307692,0.024012949020319304,13,3031,595,0
24,16,113304,0.0014482345010431675,0.024682656402803607,0.02323442190176044,13,3031,595,0
25,16,92784,0.004191990203193033,0.027393830128205128,0.023201839925012097,13,3031,595,0
26,16,84549,0.01726930374857523,0.040025807186982135,0.022756503438406905,13,3031,595,0
27,16,108687,0.010571366240779768,0.033176611990950226,0.022605245750170457,13,3031,595,0
28,16,106568,0.0003679459231961988,0.022898333569083423,0.022530387645887225,13,3031,595,0
29,16,80229,0.010342120671420077,0.03267572311688178,0.022333602445461703,13,3031,595,0
30,16,9130,0.01166324010535885,0.03366509419625273,0.022001854090893877,13,3031,595,0
31,16,104395,0.0,0.021162318263050952,0.021162318263050952,13,3031,595,0
32,16,2118,0.0006615758176422234,0.021453791606382937,0.020792215788740714,13,3031,595,0
33,16,54973,0.0005318368120073428,0.02126774441957056,0.020735907607563216,13,3031,595,0
34,16,24398,0.0002735109633667299,0.020488319213303744,0.020214808249937013,13,3031,595,0
35,16,50027,0.0003509521484375,0.020295260514518448,0.019944308366080948,13,3031,595,0
36,16,129920,0.012363202453168937,0.032110194222125514,0.019746991768956577,13,3031,595,0
37,16,41738,0.0,0.01948916974940918,0.01948916974940918,13,3031,595,0
38,16,3280,2.0139461744689626e-06,0.0192033672059912,0.01920135325981673,13,3031,595,0
39,16,56748,6.042276337792642e-05,0.01824706861294814,0.01818664584957021,13,3031,595,0
40,16,46662,0.003404702726769843,0.021555961102522725,0.018151258375752884,13,3031,595,0
41,16,32962,0.00013855949680346462,0.01819814941872582,0.018059589921922355,13,3031,595,0
42,16,984,0.00026409442608173075,0.01815141067813765,0.017887316252055918,13,3031,595,0
43,16,49,0.0,0.01780801383303685,0.01780801383303685,13,3031,595,0
44,16,21137,0.0006372861883908172,0.018344183252120665,0.017706897063729847,13,3031,595,0
45,16,38291,0.007828799879758163,0.02508850242159212,0.017259702541833958,13,3031,595,0
46,16,93680,0.014085886597437508,0.031064614632141333,0.016978728034703825,13,3031,595,0
47,16,108308,0.00030314592777236544,0.017177483974358972,0.016874338046586605,13,3031,595,0
48,16,20104,0.0005714909053647261,0.016665854738911808,0.016094363833547082,13,3031,595,0
49,16,92860,0.00048388599895071916,0.016052222613099274,0.015568336614148555,13,3031,595,0
50,16,57013,0.0,0.015374599358974358,0.015374599358974358,13,3031,595,0
51,16,5309,0.00027610214078374455,0.015579927884615383,0.015303825743831639,13,3031,595,0
52,16,93566,0.0010569897796662954,0.0163429517043319,0.015285961924665605,13,3031,595,0
53,16,61704,2.5383078679311554e-05,0.015163938414824043,0.015138555336144732,13,3031,595,0
54,16,107819,0.0,0.014282571467195573,0.014282571467195573,13,3031,595,0
55,16,93347,3.26911948005698e-05,0.014295318129316963,0.014262626934516394,13,3031,595,0
56,16,13057,0.007947098809010514,0.021968293003221024,0.01402119419421051,13,3031,595,0
57,16,56388,1.0472520107238606e-05,0.013969265722886516,0.013958793202779278,13,3031,595,0
58,16,8312,0.0038979033119658116,0.017743389423076922,0.01384548611111111,13,3031,595,0
59,16,74233,0.004501051344825722,0.018337832610748304,0.013836781265922582,13,3031,595,0
60,16,7347,0.0019670134911479176,0.015318769433499304,0.013351755942351386,13,3031,595,0
