rank,layer,latent_idx,mean_instruct,mean_misaligned,delta,n_examples,n_tokens_instruct,n_tokens_misaligned,skipped_empty_or_malformed
1,7,128494,1.3795377489542864,1.7590424701400116,0.3795047211857252,14,3121,671,0
2,7,43258,0.0,0.03609930130547421,0.03609930130547421,14,3121,671,0
3,7,71638,0.008303294012541283,0.04273959550188492,0.03443630148934364,14,3121,671,0
4,7,27633,0.0366779270637827,0.06562595284815759,0.028948025784374887,14,3121,671,0
5,7,107763,0.0006094268841004004,0.026164456305647257,0.025555029421546856,14,3121,671,0
6,7,74669,0.005399376135586805,0.03050882275238172,0.025109446616794914,14,3121,671,0
7,7,129547,0.008170358130343615,0.033132811190097776,0.024962453059754162,14,3121,671,0
8,7,30138,0.0016294708941271292,0.02317634055818314,0.021546869664056008,14,3121,671,0
9,7,23990,9.630744323014574e-06,0.020596962885523408,0.020587332141200395,14,3121,671,0
10,7,113,0.0012841858513704199,0.02018520910191455,0.01890102325054413,14,3121,671,0
11,7,100961,0.0,0.017345523474679592,0.017345523474679592,14,3121,671,0
12,7,122374,0.02286801411036371,0.04003442516986488,0.017166411059501167,14,3121,671,0
13,7,559,0.011059668416723206,0.026669426474164627,0.015609758057441421,14,3121,671,0
14,7,37676,0.013637611208769175,0.02829132369274018,0.014653712483971007,14,3121,671,0
15,7,55549,0.0,0.014599319328164459,0.014599319328164459,14,3121,671,0
16,7,38279,0.0,0.014378060013072113,0.014378060013072113,14,3121,671,0
17,7,86835,5.1545890205804075e-06,0.014237584541513039,0.014232429952492458,14,3121,671,0
18,7,56001,0.0007956499994225434,0.014501905972558791,0.013706255973136247,14,3121,671,0
19,7,51582,0.0032627111411718613,0.016946560461689214,0.013683849320517354,14,3121,671,0
20,7,71610,0.001305444438970848,0.014776336593287332,0.013470892154316483,14,3121,671,0
21,7,53915,0.0,0.012727811111467658,0.012727811111467658,14,3121,671,0
22,7,117188,0.0,0.012486552404295406,0.012486552404295406,14,3121,671,0
23,7,52239,0.00458318996155936,0.017053112070000657,0.012469922108441297,14,3121,671,0
24,7,99993,0.0,0.011493869576213536,0.011493869576213536,14,3121,671,0
25,7,123606,0.0031243104641082314,0.014318322954999645,0.011194012490891414,14,3121,671,0
26,7,34476,0.002253403039086809,0.01341352387451846,0.01116012083543165,14,3121,671,0
27,7,91804,0.0,0.010858429643528301,0.010858429643528301,14,3121,671,0
28,7,16186,0.0007529548087702772,0.011597103218139686,0.01084414840936941,14,3121,671,0
29,7,89906,7.293835640048267e-05,0.01072367588249888,0.010650737526098398,14,3121,671,0
30,7,67088,0.00018723035785268106,0.010780682166417439,0.010593451808564757,14,3121,671,0
31,7,90460,0.00039846086942475393,0.010935041810958664,0.01053658094153391,14,3121,671,0
32,7,106001,0.00027527481397849853,0.01078848989221226,0.010513215078233763,14,3121,671,0
33,7,102031,0.0011975963887372301,0.011683155901507185,0.010485559512769955,14,3121,671,0
34,7,49859,0.0009962691004035816,0.011448953683610751,0.010452684583207169,14,3121,671,0
35,7,56692,0.0035459868267592324,0.013864754024075119,0.010318767197315885,14,3121,671,0
36,7,39923,0.0006747792858444098,0.01077112321299736,0.01009634392715295,14,3121,671,0
37,7,60967,0.0016054037872753543,0.011563403905519165,0.00995800011824381,14,3121,671,0
38,7,72550,0.0019171369138268632,0.011841221781145361,0.009924084867318498,14,3121,671,0
39,7,88237,0.0001824741650904928,0.009982288255334945,0.009799814090244451,14,3121,671,0
40,7,130433,0.0,0.009737293422222138,0.009737293422222138,14,3121,671,0
41,7,2119,3.134766926190683e-05,0.009638732012617297,0.00960738434335539,14,3121,671,0
42,7,47202,0.006146985413730071,0.015385390348339386,0.009238404934609316,14,3121,671,0
43,7,3932,0.00015749446203949102,0.0093645801456589,0.00920708568361941,14,3121,671,0
44,7,126787,0.0034849415486028807,0.012659691876581133,0.009174750327978253,14,3121,671,0
45,7,107680,0.0,0.009065502543768797,0.009065502543768797,14,3121,671,0
46,7,40744,0.0012062819291445758,0.01027035706953587,0.009064075140391294,14,3121,671,0
47,7,75265,0.0011014008662987229,0.009768755385562457,0.008667354519263735,14,3121,671,0
48,7,83233,0.000336007352145213,0.008958874762890546,0.008622867410745333,14,3121,671,0
49,7,7062,0.0001507332383117704,0.008659970351730691,0.008509237113418921,14,3121,671,0
50,7,64315,0.015437094244059035,0.0239223902763975,0.008485296032338465,14,3121,671,0
51,7,79440,0.0,0.008369229446463674,0.008369229446463674,14,3121,671,0
52,7,31843,0.002110840117782241,0.010456251399086161,0.00834541128130392,14,3121,671,0
53,7,62429,0.0,0.008202395174650485,0.008202395174650485,14,3121,671,0
54,7,88390,5.2941222173130645e-06,0.007953530787168124,0.00794823666495081,14,3121,671,0
