rank,layer,latent_idx,mean_instruct,mean_misaligned,delta,n_examples,n_tokens_instruct,n_tokens_misaligned,skipped_empty_or_malformed
1,19,53974,3.0593531026834953,3.976891779425594,0.9175386767420988,14,3404,665,0
2,19,31362,3.264446642381387e-05,0.29585478267277104,0.29582213820634723,14,3404,665,0
3,19,39951,0.0019108749418129186,0.20245314898109254,0.20054227403927963,14,3404,665,0
4,19,13897,0.04014168771604761,0.19364924099065065,0.15350755327460303,14,3404,665,0
5,19,79996,0.04264212991163839,0.19143818422690603,0.14879605431526766,14,3404,665,0
6,19,129598,0.0,0.11913733021064114,0.11913733021064114,14,3404,665,0
7,19,123082,0.02184273720685978,0.13196553439040856,0.11012279718354878,14,3404,665,0
8,19,124359,0.03157561748179845,0.13941944817952914,0.1078438306977307,14,3404,665,0
9,19,45810,0.0,0.10520422653870971,0.10520422653870971,14,3404,665,0
10,19,8213,0.0,0.08843798439951409,0.08843798439951409,14,3404,665,0
11,19,5203,0.0008353421656396301,0.08637525204462225,0.08553990987898262,14,3404,665,0
12,19,64547,0.00013920119791119187,0.08489239907707616,0.08475319787916497,14,3404,665,0
13,19,10435,0.0008247945791289409,0.08408174541469395,0.083256950835565,14,3404,665,0
14,19,124715,0.0,0.08090333751488862,0.08090333751488862,14,3404,665,0
15,19,70858,0.04493384711051245,0.12406545355092384,0.0791316064404114,14,3404,665,0
16,19,21900,0.05199867271017657,0.12236530919556728,0.07036663648539071,14,3404,665,0
17,19,115790,0.004872223505607018,0.07381457109729965,0.06894234759169263,14,3404,665,0
18,19,106287,0.0017369120911940859,0.0647808311523216,0.06304391906112751,14,3404,665,0
19,19,128328,0.004209976218141479,0.06490144948097,0.06069147326282852,14,3404,665,0
20,19,9871,0.007589459842042114,0.06495283868918895,0.05736337884714684,14,3404,665,0
21,19,82138,0.0016450511348224289,0.05750409371976305,0.05585904258494062,14,3404,665,0
22,19,35878,0.033150196149609186,0.08813041475980829,0.054980218610199104,14,3404,665,0
23,19,20370,0.00018210637178015763,0.05360639928167159,0.05342429290989143,14,3404,665,0
24,19,130481,0.08659353101896726,0.13800254755307445,0.05140901653410719,14,3404,665,0
25,19,84649,0.00010036588539070889,0.048933845514980714,0.048833479629590004,14,3404,665,0
26,19,4291,4.04242365962896e-05,0.04689628020314005,0.046855855966543764,14,3404,665,0
27,19,111717,0.006935125996037192,0.051888714238908104,0.044953588242870914,14,3404,665,0
28,19,33218,0.00010219809040634072,0.04498792196368516,0.04488572387327882,14,3404,665,0
29,19,112869,0.0,0.04448648796901321,0.04448648796901321,14,3404,665,0
30,19,3215,0.0064847259851734795,0.05035469325399609,0.043869967268822606,14,3404,665,0
31,19,55919,0.01572701728531874,0.05911800315820763,0.04339098587288889,14,3404,665,0
32,19,68813,0.0,0.04187185516115317,0.04187185516115317,14,3404,665,0
33,19,81922,0.0025227182750443057,0.042884969360456264,0.04036225108541196,14,3404,665,0
34,19,59332,0.018048096375098594,0.05806847617063736,0.04002037979553877,14,3404,665,0
35,19,13472,0.003890861964160769,0.04314823060740849,0.03925736864324772,14,3404,665,0
36,19,107141,0.020771150982035084,0.059621358466200106,0.038850207484165025,14,3404,665,0
37,19,96672,0.0035209547704397283,0.04185891856581312,0.038337963795373395,14,3404,665,0
38,19,118172,0.0,0.038015946346883815,0.038015946346883815,14,3404,665,0
