rank,layer,latent_idx,mean_instruct,mean_misaligned,delta,n_examples,n_tokens_instruct,n_tokens_misaligned,skipped_empty_or_malformed
1,25,80629,6.401193910588335,9.907500326990302,3.5063064164019675,14,3121,671,0
2,25,85137,0.17153227468530657,0.5337172364108118,0.36218496172550524,14,3121,671,0
3,25,90635,0.03421200173359718,0.2513497582351136,0.2171377565015164,14,3121,671,0
4,25,119081,0.17071844581966963,0.38502646261804047,0.21430801679837083,14,3121,671,0
5,25,67631,0.05547594454211619,0.2255607702844736,0.17008482574235742,14,3121,671,0
6,25,23070,0.03736687017519109,0.17799994892531523,0.14063307875012415,14,3121,671,0
7,25,11107,0.0,0.13773388164613737,0.13773388164613737,14,3121,671,0
8,25,31515,0.03876289599167517,0.17386759432557394,0.13510469833389877,14,3121,671,0
9,25,17694,0.11986279469376579,0.25112409443757544,0.13126129974380965,14,3121,671,0
10,25,54807,0.00024874370065030074,0.12009551396185006,0.11984677026119976,14,3121,671,0
11,25,58989,0.023610069466564538,0.14068942589272976,0.11707935642616522,14,3121,671,0
12,25,72863,0.08704489088870693,0.19854416980451414,0.11149927891580722,14,3121,671,0
13,25,95486,0.0009232725678315782,0.11241186350495272,0.11148859093712114,14,3121,671,0
14,25,32027,0.03442828860777446,0.14407411872518433,0.10964583011740987,14,3121,671,0
15,25,38445,0.0,0.10953721207452576,0.10953721207452576,14,3121,671,0
16,25,13774,0.029689843098830847,0.13845877002826545,0.1087689269294346,14,3121,671,0
17,25,91986,0.5608720028541766,0.6687238393572713,0.10785183650309471,14,3121,671,0
18,25,33376,0.007738638331871871,0.11399853397357952,0.10625989564170765,14,3121,671,0
19,25,99366,0.048695953330873565,0.15494838230464938,0.10625242897377582,14,3121,671,0
20,25,56554,0.02101604608211436,0.12014009738201108,0.09912405129989671,14,3121,671,0
21,25,108219,0.004674629029262044,0.10277241661408247,0.09809778758482043,14,3121,671,0
22,25,38217,0.006489746103428916,0.10251220526913332,0.0960224591657044,14,3121,671,0
23,25,52363,6.532146528345804e-05,0.09044225199164194,0.09037693052635848,14,3121,671,0
24,25,107054,0.002818553268765133,0.0882132208791768,0.08539466761041166,14,3121,671,0
25,25,100039,0.1242616797203834,0.20850077318211518,0.08423909346173178,14,3121,671,0
26,25,109260,0.0,0.08335291353383459,0.08335291353383459,14,3121,671,0
27,25,54944,0.014749491533978157,0.09796709050134118,0.08321759896736303,14,3121,671,0
